dataset_index,speaker_id,chapter_id,utterance_id,reference,wav_prediction,wav_wer,compressed_prediction,compressed_wer,compression_ratio,dataset,codec,bitrate,delta_sample_wer,wav_substitutions,wav_deletions,wav_insertions,compressed_substitutions,compressed_deletions,compressed_insertions,delta_substitutions,delta_deletions,delta_insertions,wav_correct,compressed_correct,new_error,recovered,worsened,improved,unchanged
1700,61,70968,19,IT IS ENOUGH SAID GEORGE GAMEWELL SHARPLY AND HE TURNED UPON THE CROWD,IT IS ENOUGH SAID GEORGE GAMEWELL SHARPLY AS HE TURNED UPON THE CROWD,0.0769230769230769,IT IS ENOUGH SAID GEORGE GAMEWELL SHARPLY AS HE TURNED UPON THE CROWD,0.0769230769230769,10.331741821396994,test-clean,mp3,24k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
284,1320,122612,9,IT WOULD HAVE BEEN MORE WONDERFUL HAD HE SPOKEN WITHOUT A BIDDING,IT WOULD HAVE BEEN MORE WONDERFUL HAD HE SPOKEN WITHOUT A BIDDING,0.0,IT WOULD HAVE BEEN MORE WONDERFUL HAD HE SPOKEN WITHOUT A BIDDING,0.0,10.26336224700537,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1774,61,70970,30,SAVE ME MASTERS BUT YOU STARTLED ME RARELY,SAVE ME MASTERS BUT YOU STARTLED ME RARELY,0.0,SAVE ME MASTERS BUT YOU STARTLED ME RARELY,0.0,10.211396516090936,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
517,2094,142345,6,AT THE EDGE OF THIS BOX THERE LIES A GREAT WOODEN DOLL WHICH SO FAR AS MUTILATION IS CONCERNED BEARS A STRONG RESEMBLANCE TO THE FINEST GREEK SCULPTURE AND ESPECIALLY IN THE TOTAL LOSS OF ITS NOSE,AT THE EDGE OF THIS BOX THERE LIES A GREAT WOODEN DOLL WHICH SO FAR AS MUTILATION IS CONCERNED BEARS A STRONG RESEMBLANCE TO THE FINEST GREEK SCULPTURE AND ESPECIALLY IN THE TOTAL LOSS OF ITS NOSE,0.0,AT THE EDGE OF THIS BOX THERE LIES A GREAT WOODEN DOLL WHICH SO FAR AS MUTILATION IS CONCERNED BEARS A STRONG RESEMBLANCE TO THE FINEST GREEK SCULPTURE AND ESPECIALLY IN THE TOTAL LOSS OF ITS NOSE,0.0,10.553241237802114,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
269,1284,134647,2,BUT THIS INESTIMABLE PRIVILEGE WAS SOON VIOLATED WITH THE KNOWLEDGE OF TRUTH THE EMPEROR IMBIBED THE MAXIMS OF PERSECUTION AND THE SECTS WHICH DISSENTED FROM THE CATHOLIC CHURCH WERE AFFLICTED AND OPPRESSED BY THE TRIUMPH OF CHRISTIANITY,BUT THIS INESTIMABLE PRIVILEGE WAS SOON VIOLATED WITH THE KNOWLEDGE OF TRUTH THE EMPEROR IMBIBED THE MAXIMS OF PERSECUTION AND THE SECTS WHICH DISSENTED FROM THE CATHOLIC CHURCH WERE AFFLICTED AND OPPRESSED BY THE TRIUMPH OF CHRISTIANITY,0.0,BUT THIS INESTIMABLE PRIVILEGE WAS SOON VIOLATED WITH THE KNOWLEDGE OF TRUTH THE EMPEROR IMBIBED THE MAXIMS OF PERSECUTION AND THE SECTS WHICH DISSENTED FROM THE CATHOLIC CHURCH WERE AFFLICTED AND OPPRESSED BY THE TRIUMPH OF CHRISTIANITY,0.0,10.558677758127551,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1111,4077,13754,15,THEN THE CHURCH WAS DISINCORPORATED AND ITS PROPERTY BOTH REAL AND PERSONAL CONFISCATED AND ESCHEATED TO THE GOVERNMENT OF THE UNITED STATES AND ALTHOUGH THE PERSONAL PROPERTY WAS SOON RESTORED REAL ESTATE OF GREAT VALUE LONG LAY IN THE HANDS OF THE COURT'S RECEIVER AND THE MORMON CHURCH HAD TO PAY THE NATIONAL GOVERNMENT HIGH RENTAL ON ITS OWN PROPERTY,THEN THE CHURCH WAS DISINCORPORATED AND ITS PROPERTY BOTH REAL AND PERSONAL CONFISCATED AND ISIATED TO THE GOVERNMENT OF THE UNITED STATES AND ALTHOUGH THE PERSONAL PROPERTY WAS SOON RESTORED REAL ESTATE OF GREAT VALUE LONG LAY IN THE HANDS OF THE COURTS RECEIVER AND THE MORMON CHURCH HAD TO PAY THE NATIONAL GOVERNMENT HIGH RENTAL ON ITS OWN PROPERTY,0.0333333333333333,THEN THE CHURCH WAS DISINCORPORATED AND ITS PROPERTY BOTH REAL AND PERSONAL CONFISCATED AND ITIATED TO THE GOVERNMENT OF THE UNITED STATES AND ALTHOUGH THE PERSONAL PROPERTY WAS SOON RESTORED REAL ESTATE OF GREAT VALUE LONG LAY IN THE HANDS OF THE COURT'S RECEIVER AND THE MORMON CHURCH HAD TO PAY THE NATIONAL GOVERNMENT HIGH RENTAL ON ITS OWN PROPERTY,0.0166666666666666,10.594361703713645,test-clean,mp3,24k,-0.016666666666666698,2,0,0,1,0,0,-1,0,0,False,False,False,False,False,True,False
124,121,123852,0,THOSE PRETTY WRONGS THAT LIBERTY COMMITS WHEN I AM SOMETIME ABSENT FROM THY HEART THY BEAUTY AND THY YEARS FULL WELL BEFITS FOR STILL TEMPTATION FOLLOWS WHERE THOU ART,THOSE PRETTY WRONGS THAT LIBERTY COMMITS WHEN I AM SOMETIME ABSENT FROM THY HART THY BEAUTY AND THY YEARS FULL WELL BEFITS FOR STILL TEMPTATION FOLLOWS WHERE THOU ART,0.0344827586206896,THOSE PRETTY WRONGS THAT LIBERTY COMMITS WHEN I AM SOMETIME ABSENT FROM THY HART THY BEAUTY AND THY YEARS FULL WELL BEFITS FOR STILL TEMPTATION FOLLOWS WHERE THOU ART,0.0344827586206896,10.570170035649626,test-clean,mp3,24k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
979,3575,170457,9,JANUARY AND FEBRUARY OF EIGHTEEN THIRTY SEVEN HAD PASSED AWAY AND STILL THERE WAS NO REPLY FROM SOUTHEY,JANUARY IN FEBRUARY OF EIGHTEEN THIRTY SEVEN HAD PASSED AWAY AND STILL THERE WAS NO REPLY FROM THE SOUTHIE,0.1666666666666666,JANUARY IN FEBRUARY OF EIGHTEEN THIRTY SEVEN HAD PASSED AWAY AND STILL THERE WAS NO REPLY FROM THE SOUTHIE,0.1666666666666666,10.439404952270197,test-clean,mp3,24k,0.0,2,0,1,2,0,1,0,0,0,False,False,False,False,False,False,True
1514,5142,33396,52,HERE IS A RING FOR SIF THE FRIENDLY AND HERE IS A BRACELET A SWORD WOULD NOT BE ASHAMED TO HANG AT YOUR SIDE,HERE IS A RING FOR SIFT THE FRIENDLY AND HERE IS A BRACELET AND A SWORD WOULD NOT BE ASHAMED TO HANG AT YOUR SIDE,0.0833333333333333,HERE IS A RING FOR SIFE THE FRIENDLY AND HERE IS A BRACELET AND A SWORD WOULD NOT BE ASHAMED TO HANG AT YOUR SIDE,0.0833333333333333,10.369525698231698,test-clean,mp3,24k,0.0,1,0,1,1,0,1,0,0,0,False,False,False,False,False,False,True
2045,7021,79740,6,I EXPECT YOU HAVE BEEN A VERY GOOD GIRL ANDELLA SINCE YOU WERE HERE LAST,I EXPECT YOU HAVE BEEN A VERY GOOD GIRL ANDELA SINCE YOU WERE HERE LAST,0.0666666666666666,I EXPECT YOU HAVE BEEN A VERY GOOD GIRL ANDELA SINCE YOU WERE HERE LAST,0.0666666666666666,10.395666612227124,test-clean,mp3,24k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
728,260,123286,26,TWO MONSTERS ONLY WERE CREATING ALL THIS COMMOTION AND BEFORE MY EYES ARE TWO REPTILES OF THE PRIMITIVE WORLD,TWO MONSTERS ONLY WERE CREATING ALL THIS COMMOTION AND BEFORE MY EYES ARE TWO REPTILES OF THE PRIMITIVE WORLD,0.0,TWO MONSTERS ONLY WERE CREATING ALL THIS COMMOTION AND BEFORE MY EYES ARE TWO REPTILES OF THE PRIMITIVE WORLD,0.0,10.43730326521024,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1786,672,122797,1,THE PLACE HE HAD WAS A VERY GOOD ONE THE SUN SHONE ON HIM AS TO FRESH AIR THERE WAS ENOUGH OF THAT AND ROUND HIM GREW MANY LARGE SIZED COMRADES PINES AS WELL AS FIRS,THE PLACE HE HAD WAS A VERY GOOD ONE THE SUN SHONE ON HIM AS TO FRESH AIR THERE WAS ENOUGH OF THAT AND ROUND HIM GREW MANY LARGE SIZED COMRADES PINES AS WELL AS FURS,0.0277777777777777,THE PLACE HE HAD WAS A VERY GOOD ONE THE SUN SHONE ON HIM AS TO FRESH AIR THERE WAS ENOUGH OF THAT AND ROUND HIM GREW MANY LARGE SIZED COMRADES PINES AS WELL AS FURS,0.0277777777777777,10.547779302533272,test-clean,mp3,24k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
2392,8455,210777,36,I CAN AFFORD TO SMILE BECAUSE I AM ABSOLUTELY POWERLESS BEFORE YOU BUT I DO NOT THE LESS FEEL THAT IN A MATTER IN WHICH THE PROGRESS OF THE WORLD IS CONCERNED I OR RATHER WE HAVE BEEN PUT DOWN BY BRUTE FORCE,I CAN AFFORD TO SMILE BECAUSE I AM ABSOLUTELY POWERLESS BEFORE YOU BUT I DO NOT THE LESS FEEL THAT IN A MATTER OF WHICH THE PROGRESS OF THE WORLD IS CONCERNED I OR RATHER WE HAVE BEEN PUT DOWN BY BRUTE FORCE,0.0232558139534883,I CAN AFFORD TO SMILE BECAUSE I AM ABSOLUTELY POWERLESS BEFORE YOU BUT I DO NOT THE LESS FEEL THAT IN A MATTER OF WHICH THE PROGRESS OF THE WORLD IS CONCERNED I OR RATHER WE HAVE BEEN PUT DOWN BY BRUTE FORCE,0.0232558139534883,10.552119580679754,test-clean,mp3,24k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
762,260,123288,28,WE SUFFER STIFLING PAINS,WE SUFFER STIFLING PAINS,0.0,WE SUFFER STIFLING PAINS,0.0,10.0418018018018,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
2607,908,31957,13,SLOW TO WORLD GREETINGS QUICK WITH ITS O LIST WHEN THE ANGELS SPEAK,SLOW TO WORLD GREETINGS QUICK WITH ITS O LIST WHEN THE ANGEL SPEAK,0.0769230769230769,SLOW TO WORLD GREETINGS QUICK WITH ITS OH LIST WHEN THE ANGEL SPEAK,0.1538461538461538,10.40321817321344,test-clean,mp3,24k,0.0769230769230769,1,0,0,2,0,0,1,0,0,False,False,False,False,True,False,False
1994,6930,76324,22,THEN SHE SUDDENLY REMARKED,THEN SHE SUDDENLY REMARKED,0.0,THEN SHE SUDDENLY REMARKED,0.0,9.84882400648824,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1265,4507,16021,44,LOOK CLOSELY AT LIFE,LOOK CLOSELY AT LIFE,0.0,LOOK CLOSELY AT LIFE,0.0,9.981220657276996,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
285,1320,122612,10,SEE SAID UNCAS POINTING NORTH AND SOUTH AT THE EVIDENT MARKS OF THE BROAD TRAIL ON EITHER SIDE OF HIM THE DARK HAIR HAS GONE TOWARD THE FOREST,SEE SAID UNCAS POINTING NORTH AND SOUTH AT THE EVIDENT MARKS OF THE BROAD TRAIL ON EITHER SIDE OF HIM THE DARK HAIR HAS GONE TOWARD THE FOREST,0.0,SEE SAID UNCAS POINTING NORTH AND SOUTH AT THE EVIDENT MARKS OF THE BROAD TRAIL ON EITHER SIDE OF HIM THE DARK HAIR HAS GONE TOWARD THE FOREST,0.0,10.488156076238228,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1586,5639,40744,22,TIME ROLLED ON THE HOUR OF HER DELIVERY ARRIVED IT TOOK PLACE IN THE UTMOST SECRECY HER MOTHER TAKING UPON HER THE OFFICE OF MIDWIFE AND SHE GAVE BIRTH TO A SON ONE OF THE MOST BEAUTIFUL EVER SEEN,TIME ROLLED ON THE HOUR OF HER DELIVERY ARRIVED IT TOOK PLACE IN THE UTMOST SECRECY HER MOTHER TAKING UPON HER THE OFFICE OF MEDWIFE AS SHE GAVE BIRTH TO A SON ONE OF THE MOST BEAUTIFUL EVER SEEN,0.0512820512820512,TIME ROLLED ON THE HOUR OF HER DELIVERY ARRIVED IT TOOK PLACE IN THE UTMOST SECRECY HER MOTHER TAKING UPON HER THE OFFICE OF MIDWIFE AS SHE GAVE BIRTH TO A SON ONE OF THE MOST BEAUTIFUL EVER SEEN,0.0256410256410256,10.528145415973578,test-clean,mp3,24k,-0.0256410256410256,2,0,0,1,0,0,-1,0,0,False,False,False,False,False,True,False
1235,4507,16021,14,NOW WHEN HAS HORROR EVER EXCLUDED STUDY,NOW WHEN HAS HORROR EVER EXCLUDED STUDY,0.0,NOW WHEN HAS HORROR EVER EXCLUDED STUDY,0.0,10.412105739056432,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1184,4446,2275,9,I GOT IN ABOUT TEN MINUTES AGO,I GOT IN ABOUT TEN MINUTES AGO,0.0,I GOT IN ABOUT TEN MINUTES AGO,0.0,9.82797592837223,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
498,1995,1837,17,HE GAZED ABOUT PERPLEXED ASTONISHED,HE GAZED ABOUT PERPLEXED ASTONISHED,0.0,HE GAZED ABOUT PERPLEXED ASTONISHED,0.0,10.092304564399717,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
334,1580,141083,0,I WILL ENDEAVOUR IN MY STATEMENT TO AVOID SUCH TERMS AS WOULD SERVE TO LIMIT THE EVENTS TO ANY PARTICULAR PLACE OR GIVE A CLUE AS TO THE PEOPLE CONCERNED,I WILL ENDEAVOUR IN MY STATEMENT TO AVOID SUCH TERMS AS WOULD SERVE TO LIMIT THE EVENTS TO ANY PARTICULAR PLACE OR GIVE A CLE AS TO THE PEOPLE CONCERNED,0.0333333333333333,I WILL ENDEAVOUR IN MY STATEMENT TO AVOID SUCH TERMS AS WOULD SERVE TO LIMIT THE EVENTS TO ANY PARTICULAR PLACE OR GIVE A CLUE AS TO THE PEOPLE CONCERNED,0.0,10.46932279661947,test-clean,mp3,24k,-0.0333333333333333,1,0,0,0,0,0,-1,0,0,False,True,False,True,False,True,False
786,2830,3979,2,LET US BEGIN WITH THAT HIS COMMENTARY ON GALATIANS,LET US BEGIN WITH THAT HIS COMMENTARY ONGULATIONS,0.2222222222222222,LET US BEGIN WITH THAT HIS COMMENTARY UNGULATIONS,0.2222222222222222,10.309529139616446,test-clean,mp3,24k,0.0,1,1,0,1,1,0,0,0,0,False,False,False,False,False,False,True
930,3570,5694,10,THE OBJECTION OF COURSE PRESENTS ITSELF THAT EXPENDITURE ON WOMEN'S DRESS AND HOUSEHOLD PARAPHERNALIA IS AN OBVIOUS EXCEPTION TO THIS RULE BUT IT WILL APPEAR IN THE SEQUEL THAT THIS EXCEPTION IS MUCH MORE OBVIOUS THAN SUBSTANTIAL,THE OBJECTION OF COURSE PRESENTS ITSELF THAT EXPENDITURE ON WOMEN'S DRESS AND HOUSEHOLD PARAPHERNALIA IS AN OBVIOUS EXCEPTION TO THIS RULE BUT IT WILL APPEAR IN THE SEQUEL THAT THIS EXCEPTION IS MUCH MORE OBVIOUS THAN SUBSTANTIAL,0.0,THE OBJECTION OF COURSE PRESENTS ITSELF THAT EXPENDITURE ON WOMEN'S DRESS AND HOUSEHOLD PARAPHERNALIA IS AN OBVIOUS EXCEPTION TO THIS RULE BUT IT WILL APPEAR IN THE SEQUEL THAT THIS EXCEPTION IS MUCH MORE OBVIOUS THAN SUBSTANTIAL,0.0,10.527809393732452,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
2337,8230,279154,25,WE MIGHT PROVISIONALLY THOUGH PERHAPS NOT QUITE CORRECTLY DEFINE MEMORY AS THAT WAY OF KNOWING ABOUT THE PAST WHICH HAS NO ANALOGUE IN OUR KNOWLEDGE OF THE FUTURE SUCH A DEFINITION WOULD AT LEAST SERVE TO MARK THE PROBLEM WITH WHICH WE ARE CONCERNED THOUGH SOME EXPECTATIONS MAY DESERVE TO RANK WITH MEMORY AS REGARDS IMMEDIACY,WE MIGHT PROVISIONALLY THOUGH PERHAPS NOT QUITE CORRECTLY DEFINE MEMORY AS THAT WAY OF KNOWING ABOUT THE PAST WHICH HAS NO ANALOGUE IN OUR KNOWLEDGE OF THE FUTURE SUCH A DEFINITION WOULD AT LEAST SERVE TO MARK THE PROBLEM WITH WHICH WE ARE CONCERNED THOUGH SOME EXPECTATIONS MAY DESERVE TO RANK WITH MEMORY AS REGARDS IMMEDIACY,0.0,WE MIGHT PROVISIONALLY THOUGH PERHAPS NOT QUITE CORRECTLY DEFINE MEMORY AS THAT WAY OF KNOWING ABOUT THE PAST WHICH HAS NO ANALOGUE IN OUR KNOWLEDGE OF THE FUTURE SUCH A DEFINITION WOULD AT LEAST SERVE TO MARK THE PROBLEM WITH WHICH WE ARE CONCERNED THOUGH SOME EXPECTATIONS MAY DESERVE TO RANK WITH MEMORY AS REGARDS IMMEDIACY,0.0,10.596342408902268,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
357,1580,141083,23,ONE COULD HARDLY HOPE FOR ANY UPON SO DRY A DAY,ONE COULD HARDLY HOPE FOR ANY UPON SO DRY A DAY,0.0,ONE COULD HARDLY HOPE FOR ANY UPON SO DRY A DAY,0.0,10.170529327610872,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
341,1580,141083,7,THE MOMENT I LOOKED AT MY TABLE I WAS AWARE THAT SOMEONE HAD RUMMAGED AMONG MY PAPERS,THE MOMENT I LOOKED AT MY TABLE I WAS AWARE THAT SOME ONE HAD RUMMAGED AMONG MY PAPERS,0.1176470588235294,THE MOMENT I LOOKED AT MY TABLE I WAS AWARE THAT SOME ONE HAD RUMMAGED AMONG MY PAPERS,0.1176470588235294,10.324079960443596,test-clean,mp3,24k,0.0,1,0,1,1,0,1,0,0,0,False,False,False,False,False,False,True
1134,4446,2271,21,SHE MUST CARE ABOUT THE THEATRE A GREAT DEAL MORE THAN SHE USED TO,SHE MUST CARE ABOUT THE THEATRE A GREAT DEAL MORE THAN SHE USED TO,0.0,SHE MUST CARE ABOUT THE THEATRE A GREAT DEAL MORE THAN SHE USED TO,0.0,10.23964789364951,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
611,2300,131720,39,THE PROBLEM WAS SOLVED,THE PROBLEM WAS SOLVED,0.0,THE PROBLEM WAS SOLVED,0.0,9.9515435717077,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1504,5142,33396,42,SO NO TALES GOT OUT TO THE NEIGHBORS BESIDES IT WAS A LONELY PLACE AND BY GOOD LUCK NO ONE CAME THAT WAY,SO NO TALES GOT OUT TO THE NEIGHBOURS BESIDES IT WAS A LONELY PLACE AND BY GOOD LUCK NO ONE CAME THAT WAY,0.0434782608695652,SO NO TALES GOT OUT TO THE NEIGHBORS BESIDES IT WAS A LONELY PLACE AND BY GOOD LUCK NO ONE CAME THAT WAY,0.0,10.378064996542737,test-clean,mp3,24k,-0.0434782608695652,1,0,0,0,0,0,-1,0,0,False,True,False,True,False,True,False
1126,4446,2271,13,DO YOU KNOW I THOUGHT THE DANCE A BIT CONSCIOUS TO NIGHT FOR THE FIRST TIME,YOU KNOW I THOUGHT THE DANCE HAD BE CONSCIENCE TO NIGHT FOR THE FIRST TIME,0.25,YOU KNOW I THOUGHT THE DANCE HAD BEEN CONSCIOUS TO NIGHT FOR THE FIRST TIME,0.1875,10.264335154826956,test-clean,mp3,24k,-0.0625,3,1,0,2,1,0,-1,0,0,False,False,False,False,False,True,False
1496,5142,33396,34,THEN I DRANK HALF OF THE HORNFUL AND SENT THE REST ACROSS THE FIRE TO THE FARMER HE TOOK IT AND SMILED SAYING,THEN I DRANK HALF OF THE HORNFUL AND SET THE REST O CROSS THE FIRE TO THE FARMER HE TOOK IT AND SMILED SAYING,0.1304347826086956,THEN I DRANK HALF OF THE HORNFUL AND SET THE REST TO CROSS THE FIRE TO THE FARMER HE TOOK IT AND SMILED SAYING,0.1304347826086956,10.424752621473932,test-clean,mp3,24k,0.0,2,0,1,2,0,1,0,0,0,False,False,False,False,False,False,True
2369,8455,210777,13,JACK HAD BEEN STANDING IN THE FAR CORNER OF THE ROOM TALKING TO EVA AND WAS NOW REDUCED TO SILENCE BY HIS PRAISES,JACK HAD BEEN STANDING IN THE FAR CORNER OF THE ROOM TALKING TO EVA AND WAS NOW REDUCED TO SILENCE BY HIS PRAISES,0.0,JACK HAD BEEN STANDING IN THE FAR CORNER OF THE ROOM TALKING TO EVA AND WAS NOW REDUCED TO SILENCE BY HIS PRAISES,0.0,10.45431706994579,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1722,61,70968,41,I LIKE YOU WILL YOU ARE THE SECOND WILL THAT I HAVE MET AND LIKED WITHIN TWO DAYS IS THERE A SIGN IN THAT,I LIKE YOU WILL YOU'RE THE SECOND WILL THAT I HAVE MET AND LIKED WITHIN TWO DAYS IS THERE A SIGN IN THAT,0.0833333333333333,I LIKE YOU WILL YOU ARE THE SECOND WILL THAT I HAVE MET AND LIKED WITHIN TWO DAYS IS THERE A SIGN IN THAT,0.0,10.42307141834836,test-clean,mp3,24k,-0.0833333333333333,1,1,0,0,0,0,-1,-1,0,False,True,False,True,False,True,False
2480,8463,294828,18,WE'LL DEAL WITH THEM LATER WHAT,WE'LL DEAL WITH THEM LIGHTER WHAT,0.1666666666666666,WE'LL DEAL WITH THEM LATER WHAT'S,0.1666666666666666,10.144993008497364,test-clean,mp3,24k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
1588,5639,40744,24,ONE DAY WHEN THE BOY WAS SENT BY HIS GRANDFATHER WITH A MESSAGE TO A RELATION HE PASSED ALONG A STREET IN WHICH THERE WAS A GREAT CONCOURSE OF HORSEMEN,ONE DAY WHEN THE BOY WAS SENT BY HIS GRANDFATHER WITH A MESSAGE TO A RELATION HE PASSED ALONG A STREET IN WHICH THERE WAS A GREAT CONCOURSE OF HORSEMEN,0.0,ONE DAY WHEN THE BOY WAS SENT BY HIS GRANDFATHER WITH A MESSAGE TO A RELATION HE PASSED ALONG A STREET IN WHICH THERE WAS A GREAT CONCOURSE OF HORSEMEN,0.0,10.48235773260765,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1157,4446,2273,19,COME WE'LL HAVE OUR COFFEE IN THE OTHER ROOM AND YOU CAN SMOKE,COME WE'LL HAVE OUR COFFEE IN THE OTHER ROOM AND YOU CAN SMOKE,0.0,COME WE'LL HAVE OUR COFFEE IN THE OTHER ROOM AND YOU CAN SMOKE,0.0,10.141099928840092,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
716,260,123286,14,TRULY THIS SEA IS OF INFINITE WIDTH,TRULY THE SEA IS OF INFINITE WIDTH,0.1428571428571428,TRULY THE SEA IS OF INFINITE WIDTH,0.1428571428571428,10.147581073896864,test-clean,mp3,24k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
2401,8455,210777,45,THEN THE REPUBLIC OF BRITANNULA WAS TO BE DECLARED AS NON EXISTENT AND THE BRITISH FLAG WAS TO BE EXALTED AND A BRITISH GOVERNOR INSTALLED IN THE EXECUTIVE CHAMBERS,THEN THE REPUBLIC OF BRITAIN ULA WAS TO BE DECLARED AS NONEXISTENT AND THE BRITISH FLAG WAS TO BE EXALTED AND THE BRITISH GOVERNOR INSTALLED IN THE EXECUTIVE CHAMBERS,0.1724137931034483,THEN THE REPUBLIC OF BRITINULA WAS TO BE DECLARED AS NONEXISTENT AND THE BRITISH FLAG WAS TO BE EXALTED AND THE BRITISH GOVERNOR INSTALLED IN THE EXECUTIVE CHAMBERS,0.1379310344827586,10.514307338514833,test-clean,mp3,24k,-0.034482758620689696,3,1,1,3,1,0,0,0,-1,False,False,False,False,False,True,False
1309,4970,29095,4,I HEARD FATHER TELL COUSIN ABNER THAT HE WAS WHIPPED SO OFTEN FOR WHISTLING WHEN HE WAS A BOY THAT HE WAS DETERMINED TO HAVE WHAT COMPENSATION HE COULD GET NOW,I HEARD FATHER TELL COUSIN ABNER THAT HE WAS WHIPPED SO OFTEN FOR WHISTLING WHEN HE WAS A BOY THAT HE WAS DETERMINED TO HAVE WHAT COMPENSATION HE COULD GET NOW,0.0,I HEARD FATHER TELL COUSIN AVNER THAT HE WAS WHIPPED SO OFTEN FOR WHISTLING WHEN HE WAS A BOY THAT HE WAS DETERMINED TO HAVE WHAT COMPENSATION HE COULD GET NOW,0.032258064516129,10.506472657717662,test-clean,mp3,24k,0.032258064516129,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1618,5683,32865,12,AND WYLDER LAUGHED TOO MORE SUDDENLY AND NOISILY THAN THE HUMOUR OF THE JOKE SEEMED QUITE TO CALL FOR AND GLANCED A GRIM LOOK FROM THE CORNERS OF HIS EYES ON LAKE BUT THE GALLANT CAPTAIN DID NOT SEEM TO PERCEIVE IT AND AFTER A FEW SECONDS MORE HE HANDED IT VERY INNOCENTLY BACK TO MISSUS DOROTHY ONLY REMARKING,AND WILDER LAUGHED TOO MORE SUDDENLY AND NOISILY THAN THE HUMOR OF THE JOKE SEEMED QUITE TO CALL FOR AND GLANCED A GRIM LOOK FROM THE CORNERS OF HIS EYES ON LAKE BUT THE GALLANT CAPTAIN DID NOT SEEM TO PERCEIVE IT AND AFTER A FEW SECONDS MORE HE HANDED IT VERY INNOCENTLY BACK TO MISSUS DOROTHY ONLY REMARKING,0.0338983050847457,AND WILDER LAUGHED TOO MORE SUDDENLY AND NOISILY THAN THE HUMOR OF THE JOKE SEEMED QUITE TO CALL FOR AND GLANCED A GRIM LOOK FROM THE CORNERS OF HIS EYES ON LAKE BUT THE GALLANT CAPTAIN DID NOT SEEM TO PERCEIVE IT AND AFTER A FEW SECONDS MORE HE HANDED IT VERY INNOCENTLY BACK TO MISSUS DAROTHY ONLY REMARKING,0.0508474576271186,10.586666666666666,test-clean,mp3,24k,0.0169491525423729,2,0,0,3,0,0,1,0,0,False,False,False,False,True,False,False
40,1089,134691,2,HE SET OFF ABRUPTLY FOR THE BULL WALKING RAPIDLY LEST HIS FATHER'S SHRILL WHISTLE MIGHT CALL HIM BACK AND IN A FEW MOMENTS HE HAD ROUNDED THE CURVE AT THE POLICE BARRACK AND WAS SAFE,HE SET OFF ABRUPTLY FOR THE BULL WALKING RAPIDLY LEST HIS FATHER'S SHRILL WHISTLE MIGHT CALL HIM BACK AND IN A FEW MOMENTS HE HAD ROUNDED THE CURVE AT THE POLICE BARRACK AND WAS SAFE,0.0,HE SET OFF ABRUPTLY FOR THE BULL WALKING RAPIDLY LEST HIS FATHER'S SHRILL WHISTLE MIGHT CALL HIM BACK AND IN A FEW MOMENTS HE HAD ROUNDED THE CURVE AT THE POLICE BARRACK AND WAS SAFE,0.0,10.51034677990092,test-clean,mp3,24k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
